symbol,date,expiry,strike price,underlying value,call price,put price
BPCL,02-Jan-23,25-Jan-23,250,333.85,62.0,0.1
BPCL,02-Jan-23,25-Jan-23,250,333.85,62.0,0.1
BPCL,02-Jan-23,25-Jan-23,250,333.85,62.0,0.1
BPCL,02-Jan-23,25-Jan-23,420,333.85,0.15,93.5
BPCL,02-Jan-23,25-Jan-23,420,333.85,0.15,93.5
BPCL,02-Jan-23,25-Jan-23,420,333.85,0.15,93.5
BPCL,02-Jan-23,25-Jan-23,420,333.85,0.15,93.5
BPCL,02-Jan-23,25-Jan-23,230,333.85,80.05,0.8
BPCL,02-Jan-23,25-Jan-23,230,333.85,80.05,0.8
BPCL,02-Jan-23,25-Jan-23,230,333.85,80.05,0.8
BPCL,02-Jan-23,25-Jan-23,230,333.85,80.05,0.8
BPCL,02-Jan-23,25-Jan-23,310,333.85,21.35,1.1
BPCL,02-Jan-23,25-Jan-23,310,333.85,21.35,1.1
BPCL,02-Jan-23,25-Jan-23,310,333.85,21.35,1.1
BPCL,02-Jan-23,25-Jan-23,310,333.85,21.35,1.1
BPCL,02-Jan-23,25-Jan-23,290,333.85,32.1,0.4
BPCL,02-Jan-23,25-Jan-23,290,333.85,32.1,0.4
BPCL,02-Jan-23,25-Jan-23,290,333.85,32.1,0.4
BPCL,02-Jan-23,25-Jan-23,290,333.85,32.1,0.4
BPCL,02-Jan-23,25-Jan-23,325,333.85,14.3,3.5
BPCL,02-Jan-23,25-Jan-23,325,333.85,14.3,3.5
BPCL,02-Jan-23,25-Jan-23,325,333.85,14.3,3.5
BPCL,02-Jan-23,25-Jan-23,325,333.85,14.3,3.5
BPCL,02-Jan-23,25-Jan-23,295,333.85,29.15,0.5
BPCL,02-Jan-23,25-Jan-23,295,333.85,29.15,0.5
BPCL,02-Jan-23,25-Jan-23,295,333.85,29.15,0.5
BPCL,02-Jan-23,25-Jan-23,295,333.85,29.15,0.5
BPCL,02-Jan-23,25-Jan-23,245,333.85,66.35,1.85
BPCL,02-Jan-23,25-Jan-23,245,333.85,66.35,1.85
BPCL,02-Jan-23,25-Jan-23,245,333.85,66.35,1.85
BPCL,02-Jan-23,25-Jan-23,245,333.85,66.35,1.85
BPCL,02-Jan-23,25-Jan-23,430,333.85,0.75,118.3
BPCL,02-Jan-23,25-Jan-23,430,333.85,0.75,118.3
BPCL,02-Jan-23,25-Jan-23,430,333.85,0.75,118.3
BPCL,02-Jan-23,25-Jan-23,430,333.85,0.75,118.3
BPCL,02-Jan-23,25-Jan-23,240,333.85,70.85,1.4
BPCL,02-Jan-23,25-Jan-23,240,333.85,70.85,1.4
BPCL,02-Jan-23,25-Jan-23,240,333.85,70.85,1.4
BPCL,02-Jan-23,25-Jan-23,240,333.85,70.85,1.4
BPCL,02-Jan-23,25-Jan-23,270,333.85,45.75,0.15
BPCL,02-Jan-23,25-Jan-23,270,333.85,45.75,0.15
BPCL,02-Jan-23,25-Jan-23,270,333.85,45.75,0.15
BPCL,02-Jan-23,25-Jan-23,270,333.85,45.75,0.15
BPCL,02-Jan-23,25-Jan-23,315,333.85,22.65,1.6
BPCL,02-Jan-23,25-Jan-23,315,333.85,22.65,1.6
BPCL,02-Jan-23,25-Jan-23,315,333.85,22.65,1.6
BPCL,02-Jan-23,25-Jan-23,315,333.85,22.65,1.6
BPCL,02-Jan-23,25-Jan-23,385,333.85,3.05,76.35
BPCL,02-Jan-23,25-Jan-23,385,333.85,3.05,76.35
BPCL,02-Jan-23,25-Jan-23,385,333.85,3.05,76.35
BPCL,02-Jan-23,25-Jan-23,385,333.85,3.05,76.35
BPCL,02-Jan-23,25-Jan-23,410,333.85,1.4,99.3
BPCL,02-Jan-23,25-Jan-23,410,333.85,1.4,99.3
BPCL,02-Jan-23,25-Jan-23,410,333.85,1.4,99.3
BPCL,02-Jan-23,25-Jan-23,410,333.85,1.4,99.3
BPCL,02-Jan-23,25-Jan-23,225,333.85,84.75,0.55
BPCL,02-Jan-23,25-Jan-23,225,333.85,84.75,0.55
BPCL,02-Jan-23,25-Jan-23,225,333.85,84.75,0.55
BPCL,02-Jan-23,25-Jan-23,225,333.85,84.75,0.55
BPCL,02-Jan-23,23-Feb-23,355,333.85,11.2,39.4
